"","ZIP.CODE","ENCOD_ZIP.CODE","BOROUGH","ENCOD_BOROUGH","LOT","BLOCK","NEIGHBORHOOD","ENCOD_NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","ENCOD_BUILDING.CLASS.CATEGORY"
"655","11426",5.69019608002851,"Queens",5.68841982200271,20,8506,"GLEN OAKS",5.46982201597816," ONE FAMILY DWELLINGS                    ",5.69897000433602
"656","11426",5.69019608002851,"Queens",5.68841982200271,141,8006,"BELLEROSE",5.74232783630846," THREE FAMILY DWELLINGS                  ",5.88930170250631
"657","11426",5.69019608002851,"Queens",5.68841982200271,16,8506,"GLEN OAKS",5.46982201597816," TWO FAMILY DWELLINGS                    ",5.81291335664286
"658","11426",5.69019608002851,"Queens",5.68841982200271,2,8496,"GLEN OAKS",5.46982201597816,"COOP",5.60745502321467
"659","11427",5.64542226934909,"Queens",5.68841982200271,23,10686,"QUEENS VILLAGE",5.66745295288995," ONE FAMILY DWELLINGS                    ",5.69897000433602
"660","11427",5.64542226934909,"Queens",5.68841982200271,29,10672,"QUEENS VILLAGE",5.66745295288995," THREE FAMILY DWELLINGS                  ",5.88930170250631
"661","11427",5.64542226934909,"Queens",5.68841982200271,28,10689,"QUEENS VILLAGE",5.66745295288995," TWO FAMILY DWELLINGS                    ",5.81291335664286
"662","11427",5.64542226934909,"Queens",5.68841982200271,53,10682,"QUEENS VILLAGE",5.66745295288995,"COOP",5.60745502321467
"663","11428",5.68259418406355,"Queens",5.68841982200271,45,10757,"QUEENS VILLAGE",5.66745295288995," ONE FAMILY DWELLINGS                    ",5.69897000433602
"664","11428",5.68259418406355,"Queens",5.68841982200271,157,10759,"QUEENS VILLAGE",5.66745295288995," TWO FAMILY DWELLINGS                    ",5.81291335664286
"665","11429",5.65030752313194,"Queens",5.68841982200271,79,11005,"ST. ALBANS",5.62838893005031," ONE FAMILY DWELLINGS                    ",5.69897000433602
"666","11429",5.65030752313194,"Queens",5.68841982200271,18,10985,"ST. ALBANS",5.62838893005031," THREE FAMILY DWELLINGS                  ",5.88930170250631
"667","11429",5.65030752313194,"Queens",5.68841982200271,34,11006,"ST. ALBANS",5.62838893005031," TWO FAMILY DWELLINGS                    ",5.81291335664286
"668","11432",5.77815125038364,"Queens",5.68841982200271,58,9879,"JAMAICA HILLS",5.79934054945358," ONE FAMILY DWELLINGS                    ",5.69897000433602
"669","11432",5.77815125038364,"Queens",5.68841982200271,23,9860,"JAMAICA HILLS",5.79934054945358," THREE FAMILY DWELLINGS                  ",5.88930170250631
"670","11432",5.77815125038364,"Queens",5.68841982200271,62,9876,"JAMAICA HILLS",5.79934054945358," TWO FAMILY DWELLINGS                    ",5.81291335664286
"671","11432",5.77815125038364,"Queens",5.68841982200271,1037,9944,"JAMAICA ESTATES",5.62928724539522,"CONDO",5.88366143515362
"672","11432",5.77815125038364,"Queens",5.68841982200271,40,9860,"JAMAICA HILLS",5.79934054945358,"COOP",5.60745502321467
"673","11433",5.64836001098093,"Queens",5.68841982200271,80,10304,"ST. ALBANS",5.62838893005031," ONE FAMILY DWELLINGS                    ",5.69897000433602
"674","11433",5.64836001098093,"Queens",5.68841982200271,47,12147,"SOUTH JAMAICA",5.65321251377534," THREE FAMILY DWELLINGS                  ",5.88930170250631
"675","11433",5.64836001098093,"Queens",5.68841982200271,7,10293,"ST. ALBANS",5.62838893005031," TWO FAMILY DWELLINGS                    ",5.81291335664286
"676","11433",5.64836001098093,"Queens",5.68841982200271,1016,10149,"SOUTH JAMAICA",5.65321251377534,"CONDO",5.88366143515362
"677","11434",5.62777494121254,"Queens",5.68841982200271,35,12470,"ST. ALBANS",5.62838893005031," ONE FAMILY DWELLINGS                    ",5.69897000433602
"678","11434",5.62777494121254,"Queens",5.68841982200271,10,12265,"SPRINGFIELD GARDENS",5.64345267648619," THREE FAMILY DWELLINGS                  ",5.88930170250631
"679","11434",5.62777494121254,"Queens",5.68841982200271,53,12467,"ST. ALBANS",5.62838893005031," TWO FAMILY DWELLINGS                    ",5.81291335664286
"680","11434",5.62777494121254,"Queens",5.68841982200271,1020,12572,"SPRINGFIELD GARDENS",5.64345267648619,"CONDO",5.88366143515362
"681","11435",5.48287358360875,"Queens",5.68841982200271,118,11965,"SOUTH JAMAICA",5.65321251377534," ONE FAMILY DWELLINGS                    ",5.69897000433602
"682","11435",5.48287358360875,"Queens",5.68841982200271,293,11947,"SOUTH JAMAICA",5.65321251377534," THREE FAMILY DWELLINGS                  ",5.88930170250631
"683","11435",5.48287358360875,"Queens",5.68841982200271,68,11964,"SOUTH JAMAICA",5.65321251377534," TWO FAMILY DWELLINGS                    ",5.81291335664286
"684","11435",5.48287358360875,"Queens",5.68841982200271,1008,9651,"BRIARWOOD",5.34242268082221,"CONDO",5.88366143515362
"685","11435",5.48287358360875,"Queens",5.68841982200271,2,6715,"HILLCREST",5.62581911022411,"COOP",5.60745502321467
"686","11436",5.6232492903979,"Queens",5.68841982200271,45,11963,"SOUTH JAMAICA",5.65321251377534," ONE FAMILY DWELLINGS                    ",5.69897000433602
"687","11436",5.6232492903979,"Queens",5.68841982200271,155,12051,"SO. JAMAICA-BAISLEY PARK",5.60745502321467," THREE FAMILY DWELLINGS                  ",5.88930170250631
"688","11436",5.6232492903979,"Queens",5.68841982200271,86,11955,"SOUTH JAMAICA",5.65321251377534," TWO FAMILY DWELLINGS                    ",5.81291335664286
"689","11691",5.60151644350736,"Queens",5.68841982200271,24,15702,"JAMAICA BAY",5.53019969820308," ONE FAMILY DWELLINGS                    ",5.69897000433602
"690","11691",5.60151644350736,"Queens",5.68841982200271,133,15823,"FAR ROCKAWAY",5.60529301245258," THREE FAMILY DWELLINGS                  ",5.88930170250631
"691","11691",5.60151644350736,"Queens",5.68841982200271,211,15749,"JAMAICA BAY",5.53019969820308," TWO FAMILY DWELLINGS                    ",5.81291335664286
"692","11691",5.60151644350736,"Queens",5.68841982200271,1029,15612,"FAR ROCKAWAY",5.60529301245258,"CONDO",5.88366143515362
"693","11691",5.60151644350736,"Queens",5.68841982200271,7,15507,"FAR ROCKAWAY",5.60529301245258,"COOP",5.60745502321467
"694","11692",5.63926705624853,"Queens",5.68841982200271,49,16078,"ARVERNE",5.61804809671209," ONE FAMILY DWELLINGS                    ",5.69897000433602
"695","11692",5.63926705624853,"Queens",5.68841982200271,41,16064,"ARVERNE",5.61804809671209," THREE FAMILY DWELLINGS                  ",5.88930170250631
"696","11692",5.63926705624853,"Queens",5.68841982200271,51,16111,"HAMMELS",5.5854607295085," TWO FAMILY DWELLINGS                    ",5.81291335664286
"697","11692",5.63926705624853,"Queens",5.68841982200271,1007,15904,"ARVERNE",5.61804809671209,"CONDO",5.88366143515362
"698","11693",5.53019969820308,"Queens",5.68841982200271,69,15315,"JAMAICA BAY",5.53019969820308," ONE FAMILY DWELLINGS                    ",5.69897000433602
"699","11693",5.53019969820308,"Queens",5.68841982200271,43,16169,"HAMMELS",5.5854607295085," THREE FAMILY DWELLINGS                  ",5.88930170250631
"700","11693",5.53019969820308,"Queens",5.68841982200271,54,16170,"HAMMELS",5.5854607295085," TWO FAMILY DWELLINGS                    ",5.81291335664286
"701","11693",5.53019969820308,"Queens",5.68841982200271,1040,16169,"HAMMELS",5.5854607295085,"CONDO",5.88366143515362
"702","11693",5.53019969820308,"Queens",5.68841982200271,13,11421,"HOWARD BEACH",5.57403126772772,"COOP",5.60745502321467
"703","11694",5.72425654271359,"Queens",5.68841982200271,16,16202,"ROCKAWAY PARK",5.6232185133812," ONE FAMILY DWELLINGS                    ",5.69897000433602
"704","11694",5.72425654271359,"Queens",5.68841982200271,56,16227,"ROCKAWAY PARK",5.6232185133812," THREE FAMILY DWELLINGS                  ",5.88930170250631
"705","11694",5.72425654271359,"Queens",5.68841982200271,24,16228,"ROCKAWAY PARK",5.6232185133812," TWO FAMILY DWELLINGS                    ",5.81291335664286
"706","11694",5.72425654271359,"Queens",5.68841982200271,1003,16231,"ROCKAWAY PARK",5.6232185133812,"CONDO",5.88366143515362
"707","11694",5.72425654271359,"Queens",5.68841982200271,44,16231,"ROCKAWAY PARK",5.6232185133812,"COOP",5.60745502321467
