"","NEIGHBORHOOD","SALE.DATE","SALE.PRICE","YearMonth"
"31748","JACKSON HEIGHTS",2017-06-07,355000,2017-06-01
"31749","JACKSON HEIGHTS",2016-10-24,570000,2016-10-01
"31750","JACKSON HEIGHTS",2017-01-11,375000,2017-01-01
"31751","JACKSON HEIGHTS",2017-02-21,240000,2017-02-01
"31752","JACKSON HEIGHTS",2017-02-21,585000.000000001,2017-02-01
"31753","JACKSON HEIGHTS",2017-06-26,595000,2017-06-01
"31754","JACKSON HEIGHTS",2017-06-29,735000,2017-06-01
"31755","JACKSON HEIGHTS",2017-07-20,215000,2017-07-01
"31756","JACKSON HEIGHTS",2017-07-31,220000,2017-07-01
"31757","JACKSON HEIGHTS",2017-08-08,425000,2017-08-01
"31758","JACKSON HEIGHTS",2016-12-20,380000,2016-12-01
"31759","JACKSON HEIGHTS",2016-12-15,425000,2016-12-01
"31760","JACKSON HEIGHTS",2017-04-03,450000,2017-04-01
"31761","JACKSON HEIGHTS",2017-08-07,450000,2017-08-01
"31762","JACKSON HEIGHTS",2016-10-05,259000,2016-10-01
"31763","JACKSON HEIGHTS",2016-11-10,165000,2016-11-01
"31764","JACKSON HEIGHTS",2016-11-16,172000,2016-11-01
"31765","JACKSON HEIGHTS",2017-01-17,388000,2017-01-01
"31766","JACKSON HEIGHTS",2017-01-12,310000,2017-01-01
"31767","JACKSON HEIGHTS",2017-01-23,450000,2017-01-01
"31768","JACKSON HEIGHTS",2017-01-20,265000,2017-01-01
"31769","JACKSON HEIGHTS",2017-03-15,419000,2017-03-01
"31770","JACKSON HEIGHTS",2017-03-31,286827,2017-03-01
"31771","JACKSON HEIGHTS",2017-04-11,205000,2017-04-01
"31772","JACKSON HEIGHTS",2017-04-11,225000,2017-04-01
"31773","JACKSON HEIGHTS",2017-03-16,299000,2017-03-01
"31774","JACKSON HEIGHTS",2017-04-28,180000,2017-04-01
"31775","JACKSON HEIGHTS",2017-03-30,4e+05,2017-03-01
"31776","JACKSON HEIGHTS",2017-05-30,186000,2017-05-01
"31777","JACKSON HEIGHTS",2017-05-30,228150,2017-05-01
"31778","JACKSON HEIGHTS",2017-06-23,470000,2017-06-01
"31779","JACKSON HEIGHTS",2017-08-14,177075,2017-08-01
"31780","JACKSON HEIGHTS",2017-07-27,405000,2017-07-01
"31781","JACKSON HEIGHTS",2017-02-24,170000,2017-02-01
"31782","JACKSON HEIGHTS",2017-04-26,220000,2017-04-01
"31783","JACKSON HEIGHTS",2017-07-26,315000,2017-07-01
"31784","JACKSON HEIGHTS",2017-07-26,250000,2017-07-01
"31785","JACKSON HEIGHTS",2017-08-07,633000,2017-08-01
"31786","JACKSON HEIGHTS",2016-11-29,317500,2016-11-01
"31787","JACKSON HEIGHTS",2017-08-01,390000,2017-08-01
"31788","JACKSON HEIGHTS",2016-09-13,330000,2016-09-01
"31789","JACKSON HEIGHTS",2016-11-07,330000,2016-11-01
"31790","JACKSON HEIGHTS",2017-03-27,352450,2017-03-01
"31791","JACKSON HEIGHTS",2017-06-29,325000,2017-06-01
"31792","JACKSON HEIGHTS",2016-09-07,195000,2016-09-01
"31793","JACKSON HEIGHTS",2017-01-12,217008,2017-01-01
"31794","JACKSON HEIGHTS",2017-06-15,218517,2017-06-01
"31795","JACKSON HEIGHTS",2017-08-23,195000,2017-08-01
"31796","JACKSON HEIGHTS",2016-10-13,475000,2016-10-01
"31797","JACKSON HEIGHTS",2017-01-20,385000,2017-01-01
"31798","JACKSON HEIGHTS",2017-04-28,570000,2017-04-01
"31799","JACKSON HEIGHTS",2016-10-05,295000,2016-10-01
"31800","JACKSON HEIGHTS",2017-03-08,350000,2017-03-01
"31801","JACKSON HEIGHTS",2016-09-22,240000,2016-09-01
"31802","JACKSON HEIGHTS",2016-10-21,269000,2016-10-01
"31803","JACKSON HEIGHTS",2017-03-15,289000,2017-03-01
"31804","JACKSON HEIGHTS",2017-05-05,330000,2017-05-01
"31805","JACKSON HEIGHTS",2017-03-30,325000,2017-03-01
"31806","JACKSON HEIGHTS",2016-12-19,447000,2016-12-01
"31807","JACKSON HEIGHTS",2017-08-04,530000,2017-08-01
"31808","JACKSON HEIGHTS",2017-04-26,569000,2017-04-01
"31809","JACKSON HEIGHTS",2016-12-02,450000,2016-12-01
"31810","JACKSON HEIGHTS",2017-06-16,475000,2017-06-01
"31811","JACKSON HEIGHTS",2017-08-15,4e+05,2017-08-01
"31812","JACKSON HEIGHTS",2017-01-17,340000,2017-01-01
"31813","JACKSON HEIGHTS",2017-03-09,353000,2017-03-01
"31814","JACKSON HEIGHTS",2017-01-31,206250,2017-01-01
"31815","JACKSON HEIGHTS",2017-03-24,330000,2017-03-01
"31816","JACKSON HEIGHTS",2017-03-06,395000,2017-03-01
"31817","JACKSON HEIGHTS",2016-09-09,4e+05,2016-09-01
"31818","JACKSON HEIGHTS",2017-05-26,395000,2017-05-01
"31819","JACKSON HEIGHTS",2016-09-13,350000,2016-09-01
"31820","JACKSON HEIGHTS",2016-09-12,375000,2016-09-01
"31821","JACKSON HEIGHTS",2016-09-16,410000,2016-09-01
"31822","JACKSON HEIGHTS",2017-04-18,320000,2017-04-01
"31823","JACKSON HEIGHTS",2016-12-29,367500,2016-12-01
"31824","JACKSON HEIGHTS",2016-10-27,365000,2016-10-01
"31825","JACKSON HEIGHTS",2017-01-16,369000,2017-01-01
"31826","JACKSON HEIGHTS",2017-01-25,282500,2017-01-01
"31827","JACKSON HEIGHTS",2017-03-09,365000,2017-03-01
"31828","JACKSON HEIGHTS",2017-06-29,345000,2017-06-01
"31829","JACKSON HEIGHTS",2016-10-11,365000,2016-10-01
"31830","JACKSON HEIGHTS",2017-05-23,470000,2017-05-01
"31831","JACKSON HEIGHTS",2017-05-09,440000,2017-05-01
"31832","JACKSON HEIGHTS",2017-05-03,315000,2017-05-01
"31833","JACKSON HEIGHTS",2016-11-17,445000,2016-11-01
"31834","JACKSON HEIGHTS",2016-12-09,310000,2016-12-01
"31835","JACKSON HEIGHTS",2017-06-26,430000,2017-06-01
"31836","JACKSON HEIGHTS",2017-08-16,349000,2017-08-01
"31837","JACKSON HEIGHTS",2016-09-09,472500,2016-09-01
"31838","JACKSON HEIGHTS",2017-08-10,350000,2017-08-01
"31839","JACKSON HEIGHTS",2016-11-30,545000,2016-11-01
"31840","JACKSON HEIGHTS",2017-02-13,440000,2017-02-01
"31841","JACKSON HEIGHTS",2017-08-03,794234.999999999,2017-08-01
"31842","JACKSON HEIGHTS",2017-03-24,419000,2017-03-01
"31843","JACKSON HEIGHTS",2016-11-04,452143,2016-11-01
"31844","JACKSON HEIGHTS",2017-08-14,1050000,2017-08-01
"31845","JACKSON HEIGHTS",2017-06-30,790000.000000001,2017-06-01
"31846","JACKSON HEIGHTS",2016-12-21,525000,2016-12-01
"31847","JACKSON HEIGHTS",2017-05-18,330000,2017-05-01
"31848","JACKSON HEIGHTS",2017-07-13,780000.000000001,2017-07-01
"31849","JACKSON HEIGHTS",2017-08-07,578000.000000001,2017-08-01
"31850","JACKSON HEIGHTS",2016-11-17,529790,2016-11-01
"31851","JACKSON HEIGHTS",2016-12-22,530000,2016-12-01
"31852","JACKSON HEIGHTS",2017-01-26,496000,2017-01-01
"31853","JACKSON HEIGHTS",2017-07-12,455000,2017-07-01
"31854","JACKSON HEIGHTS",2017-06-01,340000,2017-06-01
"31855","JACKSON HEIGHTS",2017-08-10,520000,2017-08-01
"31856","JACKSON HEIGHTS",2017-05-19,520000,2017-05-01
"31857","JACKSON HEIGHTS",2017-06-14,415000,2017-06-01
"31858","JACKSON HEIGHTS",2016-12-30,292000,2016-12-01
"31859","JACKSON HEIGHTS",2017-02-16,340000,2017-02-01
"31860","JACKSON HEIGHTS",2017-08-17,173000,2017-08-01
"31861","JACKSON HEIGHTS",2017-08-17,320000,2017-08-01
"31862","JACKSON HEIGHTS",2017-06-28,245000,2017-06-01
"31863","JACKSON HEIGHTS",2017-05-30,390000,2017-05-01
"31864","JACKSON HEIGHTS",2016-12-01,410000,2016-12-01
"31865","JACKSON HEIGHTS",2017-08-03,668000,2017-08-01
"31866","JACKSON HEIGHTS",2017-06-06,350000,2017-06-01
"31867","JACKSON HEIGHTS",2017-06-27,340000,2017-06-01
"31868","JACKSON HEIGHTS",2017-03-31,515000,2017-03-01
"31869","JACKSON HEIGHTS",2017-07-25,470000,2017-07-01
"31870","JACKSON HEIGHTS",2017-08-28,520000,2017-08-01
"31871","JACKSON HEIGHTS",2017-01-12,365000,2017-01-01
"31872","JAMAICA",2016-10-26,694000.000000001,2016-10-01
"31873","JAMAICA",2016-10-03,450000,2016-10-01
"31874","JAMAICA",2016-09-14,605000,2016-09-01
"31875","JAMAICA",2017-08-09,879999.999999999,2017-08-01
"31876","JAMAICA",2017-06-08,775000,2017-06-01
"31877","JAMAICA",2017-07-18,380000,2017-07-01
"31878","JAMAICA",2017-08-29,461000,2017-08-01
"31879","JAMAICA",2017-05-18,579000,2017-05-01
"31880","JAMAICA",2016-09-09,5e+05,2016-09-01
"31881","JAMAICA",2017-08-07,640000,2017-08-01
"31882","JAMAICA",2017-06-28,859999.999999999,2017-06-01
"31883","JAMAICA",2017-07-27,380000,2017-07-01
"31884","JAMAICA",2016-10-14,535000,2016-10-01
"31885","JAMAICA",2016-09-01,275000,2016-09-01
"31886","JAMAICA",2016-09-14,447000,2016-09-01
"31887","JAMAICA",2017-01-10,550000,2017-01-01
"31888","JAMAICA",2016-12-22,170000,2016-12-01
"31889","JAMAICA",2017-04-04,410000,2017-04-01
"31890","JAMAICA",2017-06-28,1080000,2017-06-01
"31891","JAMAICA",2016-11-16,792499.999999999,2016-11-01
"31892","JAMAICA",2017-06-02,747000,2017-06-01
"31893","JAMAICA",2016-12-27,669999.999999999,2016-12-01
"31894","JAMAICA",2017-05-11,560000,2017-05-01
"31895","JAMAICA",2017-02-22,495000,2017-02-01
"31896","JAMAICA",2017-01-06,4e+05,2017-01-01
"31897","JAMAICA",2016-10-31,694021,2016-10-01
"31898","JAMAICA",2016-10-25,920000.000000001,2016-10-01
"31899","JAMAICA",2016-09-27,977519.999999999,2016-09-01
"31900","JAMAICA",2017-06-02,980000.000000001,2017-06-01
"31901","JAMAICA",2017-01-24,959999.999999999,2017-01-01
"31902","JAMAICA",2016-09-27,977519.999999999,2016-09-01
"31903","JAMAICA",2016-11-10,875000,2016-11-01
"31904","JAMAICA",2017-05-12,382000,2017-05-01
"31905","JAMAICA",2016-10-19,915000,2016-10-01
"31906","JAMAICA",2017-07-07,775000,2017-07-01
"31907","JAMAICA",2017-06-13,7e+05,2017-06-01
"31908","JAMAICA",2017-02-16,212500,2017-02-01
"31909","JAMAICA",2017-06-29,460000,2017-06-01
"31910","JAMAICA",2017-03-21,340000,2017-03-01
"31911","JAMAICA",2017-03-06,430000,2017-03-01
"31912","JAMAICA",2016-11-23,558000,2016-11-01
"31913","JAMAICA",2017-07-27,482000,2017-07-01
"31914","JAMAICA",2016-11-23,625000,2016-11-01
"31915","JAMAICA",2016-12-22,650000,2016-12-01
"31916","JAMAICA",2016-10-26,660000,2016-10-01
"31917","JAMAICA",2017-01-10,365000,2017-01-01
"31918","JAMAICA",2017-02-17,385000,2017-02-01
"31919","JAMAICA",2017-04-07,843999.999999999,2017-04-01
"31920","JAMAICA",2017-04-03,380000,2017-04-01
"31921","JAMAICA",2017-04-03,316000,2017-04-01
"31922","JAMAICA",2017-04-27,487500,2017-04-01
"31923","JAMAICA",2017-04-28,975000,2017-04-01
"31924","JAMAICA",2016-10-13,740000,2016-10-01
"31925","JAMAICA",2017-02-27,619000,2017-02-01
"31926","JAMAICA",2016-11-17,280000,2016-11-01
"31927","JAMAICA",2017-07-14,998500,2017-07-01
"31928","JAMAICA",2017-03-10,845000.000000001,2017-03-01
"31929","JAMAICA",2017-01-11,903000,2017-01-01
"31930","JAMAICA",2016-12-09,935000.000000001,2016-12-01
"31931","JAMAICA",2017-08-07,163500,2017-08-01
"31932","JAMAICA",2016-11-29,195962,2016-11-01
"31933","JAMAICA",2016-10-14,202123,2016-10-01
"31934","JAMAICA",2016-12-21,150000,2016-12-01
"31935","JAMAICA",2017-02-10,157643,2017-02-01
"31936","JAMAICA",2017-02-14,214134,2017-02-01
"31937","JAMAICA",2017-05-10,230000,2017-05-01
"31938","JAMAICA",2017-08-25,164662,2017-08-01
"31939","JAMAICA",2017-04-05,175000,2017-04-01
"31940","JAMAICA",2017-05-23,159975,2017-05-01
"31941","JAMAICA",2017-06-28,161630,2017-06-01
"31942","JAMAICA",2016-12-14,160000,2016-12-01
"31943","JAMAICA",2016-11-30,179000,2016-11-01
"31944","JAMAICA",2016-12-15,2e+05,2016-12-01
"31945","JAMAICA",2017-08-17,3e+05,2017-08-01
"31946","JAMAICA",2016-10-04,146000,2016-10-01
"31947","JAMAICA",2017-01-31,2e+05,2017-01-01
"31948","JAMAICA",2017-07-07,173500,2017-07-01
"31949","JAMAICA",2017-04-14,405600,2017-04-01
"31950","JAMAICA",2017-01-31,354900,2017-01-01
"31951","JAMAICA",2017-05-30,358000,2017-05-01
"31952","JAMAICA",2017-06-13,378000,2017-06-01
"31953","JAMAICA",2017-07-21,422000,2017-07-01
"31954","JAMAICA",2017-04-21,615000,2017-04-01
"31955","JAMAICA",2017-07-18,445000,2017-07-01
"31956","JAMAICA BAY",2017-08-11,155000,2017-08-01
"31957","JAMAICA BAY",2017-02-24,550000,2017-02-01
"31958","JAMAICA BAY",2016-10-19,339000,2016-10-01
"31959","JAMAICA BAY",2017-03-10,331065,2017-03-01
"31960","JAMAICA BAY",2016-11-21,460000,2016-11-01
"31961","JAMAICA BAY",2017-05-10,315000,2017-05-01
"31962","JAMAICA BAY",2017-02-16,5e+05,2017-02-01
"31963","JAMAICA ESTATES",2017-03-29,950000,2017-03-01
"31964","JAMAICA ESTATES",2017-06-21,1055000,2017-06-01
"31965","JAMAICA ESTATES",2016-12-16,8e+05,2016-12-01
"31966","JAMAICA ESTATES",2017-07-13,1500000,2017-07-01
"31967","JAMAICA ESTATES",2016-12-20,850000,2016-12-01
"31968","JAMAICA ESTATES",2017-07-19,699000,2017-07-01
"31969","JAMAICA ESTATES",2017-07-26,770000.000000001,2017-07-01
"31970","JAMAICA ESTATES",2017-03-30,815000,2017-03-01
"31971","JAMAICA ESTATES",2016-12-15,775000,2016-12-01
"31972","JAMAICA ESTATES",2017-07-20,825000.000000001,2017-07-01
"31973","JAMAICA ESTATES",2017-08-19,1430000,2017-08-01
"31974","JAMAICA ESTATES",2017-07-06,1400000,2017-07-01
"31975","JAMAICA ESTATES",2017-07-05,415000,2017-07-01
"31976","JAMAICA ESTATES",2016-11-22,420000,2016-11-01
"31977","JAMAICA ESTATES",2017-02-02,410000,2017-02-01
"31978","JAMAICA ESTATES",2017-02-08,365000,2017-02-01
"31979","JAMAICA ESTATES",2016-09-28,160000,2016-09-01
"31980","JAMAICA ESTATES",2016-10-27,180000,2016-10-01
"31981","JAMAICA ESTATES",2017-06-13,202500,2017-06-01
"31982","JAMAICA ESTATES",2016-12-21,147000,2016-12-01
"31983","JAMAICA ESTATES",2017-05-23,2e+05,2017-05-01
"31984","JAMAICA ESTATES",2017-08-21,425880,2017-08-01
"31985","JAMAICA ESTATES",2017-03-17,3e+05,2017-03-01
"31986","JAMAICA ESTATES",2017-06-30,260000,2017-06-01
"31987","JAMAICA ESTATES",2016-11-07,275000,2016-11-01
"31988","JAMAICA HILLS",2016-10-13,470000,2016-10-01
"31989","JAMAICA HILLS",2017-08-03,450000,2017-08-01
"31990","JAMAICA HILLS",2017-08-24,6e+05,2017-08-01
"31991","JAMAICA HILLS",2017-05-08,6e+05,2017-05-01
"31992","JAMAICA HILLS",2017-07-13,1120000,2017-07-01
"31993","JAMAICA HILLS",2017-06-16,685000,2017-06-01
"31994","JAMAICA HILLS",2016-09-20,730000,2016-09-01
"31995","JAMAICA HILLS",2017-04-06,675000.000000001,2017-04-01
"31996","JAMAICA HILLS",2017-07-17,280000,2017-07-01
"31997","JAMAICA HILLS",2016-10-07,4e+05,2016-10-01
"31998","JAMAICA HILLS",2017-03-30,518289,2017-03-01
"31999","JAMAICA HILLS",2017-08-25,630000.000000001,2017-08-01
"32000","JAMAICA HILLS",2017-05-30,351000,2017-05-01
"32001","JAMAICA HILLS",2017-03-02,730000,2017-03-01
"32002","JAMAICA HILLS",2017-04-06,715000.000000001,2017-04-01
"32003","JAMAICA HILLS",2017-07-01,7e+05,2017-07-01
"32004","JAMAICA HILLS",2017-02-10,619999.999999999,2017-02-01
"32005","JAMAICA HILLS",2017-08-17,475000,2017-08-01
"32006","JAMAICA HILLS",2017-03-22,537000,2017-03-01
"32007","JAMAICA HILLS",2016-10-19,665000,2016-10-01
"32008","JAMAICA HILLS",2017-04-28,630000.000000001,2017-04-01
"32009","JAMAICA HILLS",2016-12-02,1098691,2016-12-01
"32010","JAMAICA HILLS",2017-03-22,775000,2017-03-01
"32011","JAMAICA HILLS",2017-03-13,675000.000000001,2017-03-01
"32012","JAMAICA HILLS",2016-11-08,799000,2016-11-01
"32013","JAMAICA HILLS",2017-08-25,770000.000000001,2017-08-01
"32014","JAMAICA HILLS",2017-05-17,785000,2017-05-01
"32015","JAMAICA HILLS",2017-08-11,946000,2017-08-01
"32016","JAMAICA HILLS",2017-03-27,950000,2017-03-01
"32017","JAMAICA HILLS",2016-10-18,740000,2016-10-01
"32018","JAMAICA HILLS",2017-01-25,619999.999999999,2017-01-01
"32019","JAMAICA HILLS",2017-08-17,399000,2017-08-01
"32020","JAMAICA HILLS",2017-01-13,900000.000000001,2017-01-01
"32021","JAMAICA HILLS",2016-12-22,680000,2016-12-01
"32022","JAMAICA HILLS",2017-02-17,725000.000000001,2017-02-01
"32023","JAMAICA HILLS",2016-12-21,582000,2016-12-01
"32024","JAMAICA HILLS",2017-08-08,859999.999999999,2017-08-01
"32025","JAMAICA HILLS",2017-08-07,971000.000000001,2017-08-01
"32026","JAMAICA HILLS",2016-09-27,291000,2016-09-01
"32027","JAMAICA HILLS",2017-07-12,939999.999999999,2017-07-01
"32028","JAMAICA HILLS",2016-09-26,389850,2016-09-01
"32029","JAMAICA HILLS",2017-07-12,875000,2017-07-01
"32030","JAMAICA HILLS",2016-12-20,1130000,2016-12-01
"32031","JAMAICA HILLS",2017-03-01,959999.999999999,2017-03-01
"32032","JAMAICA HILLS",2016-11-22,240000,2016-11-01
"32033","JAMAICA HILLS",2017-07-20,165000,2017-07-01
"32034","JAMAICA HILLS",2017-08-17,158000,2017-08-01
"32035","JAMAICA HILLS",2016-11-15,188000,2016-11-01
"32036","JAMAICA HILLS",2016-12-06,235000,2016-12-01
"32037","JAMAICA HILLS",2017-02-14,229000,2017-02-01
"32038","JAMAICA HILLS",2017-03-06,154128,2017-03-01
"32039","JAMAICA HILLS",2017-03-31,165000,2017-03-01
"32040","JAMAICA HILLS",2017-08-03,156000,2017-08-01
"32041","KEW GARDENS",2017-05-09,1500000,2017-05-01
"32042","KEW GARDENS",2016-09-28,1350000,2016-09-01
"32043","KEW GARDENS",2017-05-02,1199000,2017-05-01
"32044","KEW GARDENS",2016-11-01,650000,2016-11-01
"32045","KEW GARDENS",2017-08-23,348700,2017-08-01
"32046","KEW GARDENS",2017-04-01,610000,2017-04-01
"32047","KEW GARDENS",2016-10-28,7e+05,2016-10-01
"32048","KEW GARDENS",2017-03-27,665000,2017-03-01
"32049","KEW GARDENS",2017-08-16,589999.999999999,2017-08-01
"32050","KEW GARDENS",2017-03-09,506666,2017-03-01
"32051","KEW GARDENS",2017-02-09,475000,2017-02-01
"32052","KEW GARDENS",2017-04-12,610000,2017-04-01
"32053","KEW GARDENS",2017-04-21,650000,2017-04-01
"32054","KEW GARDENS",2017-02-07,619999.999999999,2017-02-01
"32055","KEW GARDENS",2017-04-05,580000,2017-04-01
"32056","KEW GARDENS",2017-03-30,589999.999999999,2017-03-01
"32057","KEW GARDENS",2016-12-02,395000,2016-12-01
"32058","KEW GARDENS",2016-12-06,1620000,2016-12-01
"32059","KEW GARDENS",2017-04-13,1800000,2017-04-01
"32060","KEW GARDENS",2017-04-13,1800000,2017-04-01
"32061","KEW GARDENS",2017-04-13,1800000,2017-04-01
"32062","KEW GARDENS",2017-04-13,1800000,2017-04-01
"32063","KEW GARDENS",2017-05-23,1800000,2017-05-01
"32064","KEW GARDENS",2017-08-21,999980,2017-08-01
"32065","KEW GARDENS",2017-06-21,760000,2017-06-01
"32066","KEW GARDENS",2017-05-22,915000,2017-05-01
"32067","KEW GARDENS",2016-10-07,459000,2016-10-01
"32068","KEW GARDENS",2017-04-26,1100000,2017-04-01
"32069","KEW GARDENS",2017-01-13,750000,2017-01-01
"32070","KEW GARDENS",2017-07-13,760000,2017-07-01
"32071","KEW GARDENS",2016-12-12,655000,2016-12-01
"32072","KEW GARDENS",2017-05-25,950000,2017-05-01
"32073","KEW GARDENS",2017-06-29,783000,2017-06-01
"32074","KEW GARDENS",2017-04-28,690000.000000001,2017-04-01
"32075","KEW GARDENS",2017-04-05,285000,2017-04-01
"32076","KEW GARDENS",2016-10-07,180000,2016-10-01
"32077","KEW GARDENS",2016-09-26,415000,2016-09-01
"32078","KEW GARDENS",2016-11-03,337547,2016-11-01
"32079","KEW GARDENS",2016-12-06,415000,2016-12-01
"32080","KEW GARDENS",2016-12-05,185000,2016-12-01
"32081","KEW GARDENS",2016-12-20,235000,2016-12-01
"32082","KEW GARDENS",2016-12-23,325000,2016-12-01
"32083","KEW GARDENS",2017-03-02,332000,2017-03-01
"32084","KEW GARDENS",2017-03-17,250000,2017-03-01
"32085","KEW GARDENS",2017-03-30,220000,2017-03-01
"32086","KEW GARDENS",2017-04-24,271890,2017-04-01
"32087","KEW GARDENS",2017-05-10,470000,2017-05-01
"32088","KEW GARDENS",2017-05-12,345000,2017-05-01
"32089","KEW GARDENS",2017-06-16,464000,2017-06-01
"32090","KEW GARDENS",2017-06-26,235000,2017-06-01
"32091","KEW GARDENS",2017-06-28,254000,2017-06-01
"32092","KEW GARDENS",2017-07-06,411000,2017-07-01
"32093","KEW GARDENS",2017-08-15,278000,2017-08-01
"32094","KEW GARDENS",2017-08-28,265000,2017-08-01
"32095","KEW GARDENS",2016-09-12,189000,2016-09-01
"32096","KEW GARDENS",2016-09-28,197000,2016-09-01
"32097","KEW GARDENS",2017-06-15,390000,2017-06-01
"32098","KEW GARDENS",2017-07-27,463000,2017-07-01
"32099","KEW GARDENS",2017-07-26,325000,2017-07-01
"32100","KEW GARDENS",2017-07-17,205000,2017-07-01
"32101","KEW GARDENS",2017-07-20,225000,2017-07-01
"32102","KEW GARDENS",2017-08-22,335000,2017-08-01
"32103","KEW GARDENS",2016-10-04,205000,2016-10-01
"32104","KEW GARDENS",2016-11-10,275000,2016-11-01
"32105","KEW GARDENS",2017-01-04,229000,2017-01-01
"32106","KEW GARDENS",2017-04-03,275000,2017-04-01
"32107","KEW GARDENS",2017-06-14,250000,2017-06-01
"32108","KEW GARDENS",2016-09-20,190000,2016-09-01
"32109","KEW GARDENS",2016-10-07,190000,2016-10-01
"32110","KEW GARDENS",2016-10-28,175000,2016-10-01
"32111","KEW GARDENS",2016-10-31,183000,2016-10-01
"32112","KEW GARDENS",2016-11-11,179000,2016-11-01
"32113","KEW GARDENS",2017-04-25,189000,2017-04-01
"32114","KEW GARDENS",2017-06-06,206000,2017-06-01
"32115","KEW GARDENS",2017-05-09,177000,2017-05-01
"32116","KEW GARDENS",2017-08-17,2e+05,2017-08-01
"32117","KEW GARDENS",2017-08-16,188000,2017-08-01
"32118","KEW GARDENS",2016-09-13,194500,2016-09-01
"32119","KEW GARDENS",2016-10-19,195000,2016-10-01
"32120","KEW GARDENS",2016-11-14,267415,2016-11-01
"32121","KEW GARDENS",2016-11-15,235000,2016-11-01
"32122","KEW GARDENS",2017-02-06,362000,2017-02-01
"32123","KEW GARDENS",2017-04-05,257500,2017-04-01
"32124","KEW GARDENS",2017-04-10,170000,2017-04-01
"32125","KEW GARDENS",2017-05-16,245000,2017-05-01
"32126","KEW GARDENS",2017-06-01,270000,2017-06-01
"32127","KEW GARDENS",2017-06-28,220000,2017-06-01
"32128","KEW GARDENS",2016-10-06,165000,2016-10-01
"32129","KEW GARDENS",2016-10-24,198000,2016-10-01
"32130","KEW GARDENS",2017-08-28,295000,2017-08-01
"32131","KEW GARDENS",2017-08-25,290000,2017-08-01
"32132","KEW GARDENS",2017-04-13,420000,2017-04-01
"32133","KEW GARDENS",2016-10-14,225000,2016-10-01
"32134","KEW GARDENS",2016-12-06,225500,2016-12-01
"32135","KEW GARDENS",2017-04-20,208000,2017-04-01
"32136","KEW GARDENS",2016-10-13,156000,2016-10-01
"32137","KEW GARDENS",2017-02-16,165000,2017-02-01
"32138","KEW GARDENS",2016-09-16,242500,2016-09-01
"32139","KEW GARDENS",2016-11-10,243000,2016-11-01
"32140","KEW GARDENS",2016-11-21,298000,2016-11-01
"32141","KEW GARDENS",2017-06-12,235000,2017-06-01
"32142","KEW GARDENS",2016-09-16,157000,2016-09-01
"32143","KEW GARDENS",2016-10-06,212000,2016-10-01
"32144","KEW GARDENS",2016-11-02,225000,2016-11-01
"32145","KEW GARDENS",2016-11-08,182520,2016-11-01
"32146","KEW GARDENS",2016-12-29,388000,2016-12-01
"32147","KEW GARDENS",2017-01-27,156000,2017-01-01
"32148","KEW GARDENS",2017-02-01,150000,2017-02-01
"32149","KEW GARDENS",2017-05-11,245000,2017-05-01
"32150","KEW GARDENS",2016-11-10,189000,2016-11-01
"32151","KEW GARDENS",2017-05-12,190000,2017-05-01
"32152","KEW GARDENS",2017-05-25,175000,2017-05-01
"32153","KEW GARDENS",2016-09-16,330000,2016-09-01
"32154","KEW GARDENS",2016-09-28,330000,2016-09-01
"32155","KEW GARDENS",2016-10-26,334618,2016-10-01
"32156","KEW GARDENS",2016-11-18,170000,2016-11-01
"32157","KEW GARDENS",2017-05-16,206000,2017-05-01
"32158","KEW GARDENS",2017-05-31,360000,2017-05-01
"32159","KEW GARDENS",2017-07-26,205000,2017-07-01
"32160","KEW GARDENS",2016-09-21,340000,2016-09-01
"32161","KEW GARDENS",2016-10-28,305700,2016-10-01
"32162","KEW GARDENS",2016-09-16,174000,2016-09-01
"32163","KEW GARDENS",2016-10-28,183000,2016-10-01
"32164","KEW GARDENS",2016-12-12,160000,2016-12-01
"32165","KEW GARDENS",2016-12-30,198000,2016-12-01
"32166","KEW GARDENS",2017-01-16,166000,2017-01-01
"32167","KEW GARDENS",2017-04-24,150000,2017-04-01
"32168","KEW GARDENS",2016-10-27,262000,2016-10-01
"32169","KEW GARDENS",2017-01-12,160000,2017-01-01
"32170","KEW GARDENS",2017-08-09,179999,2017-08-01
"32171","KEW GARDENS",2016-10-26,522000,2016-10-01
"32172","KEW GARDENS",2016-12-28,379888,2016-12-01
"32173","KEW GARDENS",2017-01-26,324000,2017-01-01
"32174","KEW GARDENS",2017-05-09,324000,2017-05-01
"32175","KEW GARDENS",2017-05-02,395000,2017-05-01
"32176","KEW GARDENS",2017-06-08,380000,2017-06-01
"32177","KEW GARDENS",2016-10-18,180000,2016-10-01
"32178","KEW GARDENS",2016-12-19,245000,2016-12-01
"32179","KEW GARDENS",2017-02-13,2e+05,2017-02-01
"32180","KEW GARDENS",2016-10-20,173000,2016-10-01
"32181","KEW GARDENS",2017-01-12,204237,2017-01-01
"32182","KEW GARDENS",2017-01-27,197586,2017-01-01
"32183","KEW GARDENS",2017-07-14,170000,2017-07-01
"32184","KEW GARDENS",2016-12-21,215000,2016-12-01
"32185","KEW GARDENS",2017-02-02,275000,2017-02-01
"32186","KEW GARDENS",2017-05-09,245000,2017-05-01
"32187","KEW GARDENS",2017-07-26,280888,2017-07-01
"32188","KEW GARDENS",2016-10-05,170000,2016-10-01
